alpha,CL,CD,Cm,Max_Camber,Camber_Pos,Thickness,Re,Airfoil_Name,CL_max,alpha_stall
0.2,0.6603,0.0186,-0.154,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
0.4,0.6799,0.01875,-0.1533,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
0.6,0.7092,0.01848,-0.1541,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
0.8,0.7293,0.01864,-0.1535,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
1.0,0.7568,0.01845,-0.154,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
1.2,0.7776,0.0186,-0.1536,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
1.4,0.8034,0.01848,-0.1538,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
1.6,0.8247,0.01863,-0.1535,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
1.8,0.8489,0.01863,-0.1536,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
2.0,0.8711,0.01875,-0.1534,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
2.2,0.8934,0.01886,-0.1532,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
2.4,0.9176,0.01892,-0.1533,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
2.6,0.9369,0.01921,-0.1529,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
2.8,0.9637,0.01914,-0.1533,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
3.0,0.9798,0.01964,-0.1524,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
3.2,1.0051,0.01966,-0.1527,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
3.4,1.0227,0.02012,-0.1521,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
3.6,1.0456,0.02027,-0.152,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
3.8,1.0673,0.02053,-0.1519,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
4.0,1.0857,0.02095,-0.1514,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
4.2,1.111,0.02102,-0.1517,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
4.4,1.1267,0.02162,-0.1508,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
4.6,1.1489,0.02186,-0.1508,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
4.8,1.1718,0.0221,-0.1508,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
5.0,1.1872,0.02271,-0.1499,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
5.2,1.2114,0.02286,-0.1501,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
5.4,1.2282,0.02346,-0.1494,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
5.6,1.2474,0.02386,-0.1489,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
5.8,1.2734,0.02396,-0.1493,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
6.0,1.2853,0.0248,-0.148,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
6.2,1.3076,0.02504,-0.1479,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
6.4,1.3276,0.02548,-0.1475,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
6.6,1.343,0.0261,-0.1465,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
6.8,1.3693,0.02614,-0.1469,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
7.0,1.3805,0.02695,-0.1453,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
7.2,1.4065,0.02639,-0.145,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
7.4,1.4257,0.02563,-0.1432,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
7.6,1.4444,0.02478,-0.1412,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
7.8,1.4617,0.02436,-0.1395,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
8.0,1.4771,0.02421,-0.1378,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
8.2,1.4911,0.02413,-0.1358,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
8.4,1.5019,0.0241,-0.1333,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
8.6,1.5073,0.02422,-0.13,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
8.8,1.5084,0.02439,-0.1259,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
9.0,1.5002,0.02493,-0.1205,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
9.2,1.4805,0.02635,-0.1137,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
9.4,1.4569,0.02882,-0.1076,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
9.6,1.4349,0.03175,-0.1025,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
9.8,1.4171,0.03466,-0.0984,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
10.0,1.4034,0.03741,-0.095,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
10.2,1.3944,0.03994,-0.0923,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
10.4,1.3864,0.04247,-0.0899,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
10.6,1.3805,0.04489,-0.0878,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
10.8,1.3746,0.04736,-0.0857,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
11.0,1.3753,0.0493,-0.0838,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
11.2,1.3762,0.05124,-0.0821,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
11.4,1.3831,0.05278,-0.08,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
11.6,1.3917,0.05422,-0.0785,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
11.8,1.4066,0.05537,-0.0769,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
12.0,1.4475,0.05636,-0.0758,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
12.2,1.4588,0.05802,-0.0745,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
12.4,1.4725,0.0598,-0.0735,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
12.6,1.4924,0.06186,-0.0727,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
12.8,1.5083,0.06433,-0.0718,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
13.0,1.5198,0.06712,-0.0708,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
13.2,1.526,0.0701,-0.0696,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
13.4,1.5288,0.07327,-0.0684,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
13.6,1.5315,0.07722,-0.0674,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
13.8,1.5269,0.08156,-0.0662,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
14.0,1.5165,0.08551,-0.0649,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
14.2,1.5039,0.08919,-0.0637,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
14.4,1.4903,0.09271,-0.0627,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
14.6,1.4761,0.0961,-0.062,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
14.8,1.4611,0.09946,-0.0616,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
15.0,1.4453,0.10291,-0.0616,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
15.2,1.4275,0.10664,-0.0622,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
15.4,1.4064,0.11102,-0.0634,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
15.6,1.3722,0.11737,-0.0666,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
15.8,1.3205,0.12851,-0.0736,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
16.0,1.294,0.1369,-0.0786,0.06,0.4,0.09,100000,NACA 6409,1.5315,13.6
-10.0,-0.2546,0.10367,-0.0379,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.8,-0.2789,0.10287,-0.0393,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.6,-0.3035,0.10196,-0.0403,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.4,-0.2764,0.09696,-0.0372,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.2,-0.2633,0.09497,-0.0347,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.0,-0.2654,0.09332,-0.0334,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-8.8,-0.2747,0.09178,-0.0324,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-8.6,-0.2976,0.09077,-0.0321,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-8.4,-0.3273,0.09011,-0.0318,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-8.2,-0.3555,0.08934,-0.0309,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-8.0,-0.3826,0.08849,-0.0295,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-7.8,-0.4096,0.08754,-0.0279,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-7.6,-0.4702,0.09169,-0.0347,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-7.4,-0.4338,0.08803,-0.0275,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-7.2,-0.4313,0.08657,-0.0247,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-7.0,-0.4397,0.08515,-0.0229,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-6.8,-0.4524,0.08357,-0.022,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-6.6,-0.5007,0.08095,-0.0311,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-6.4,-0.4902,0.07811,-0.0266,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-6.2,-0.4846,0.07646,-0.0231,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-6.0,-0.4821,0.07494,-0.0208,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-5.8,-0.4826,0.07305,-0.0205,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-5.6,-0.4887,0.06937,-0.0247,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-5.4,-0.4687,0.0674,-0.0241,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-5.2,-0.4444,0.06371,-0.0303,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-5.0,-0.4205,0.06077,-0.0353,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-4.8,-0.3955,0.05857,-0.0361,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-4.6,-0.3741,0.05575,-0.0396,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-4.4,-0.3481,0.05323,-0.0433,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-4.2,-0.3201,0.05099,-0.0456,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-4.0,-0.291,0.04565,-0.0521,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-3.8,-0.2305,0.02992,-0.061,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-3.6,-0.1989,0.02868,-0.0629,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-3.4,-0.1634,0.02764,-0.0654,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-3.2,-0.1382,0.02702,-0.066,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-3.0,-0.109,0.02601,-0.0676,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-2.8,-0.0744,0.02539,-0.07,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-2.6,-0.0481,0.02493,-0.0708,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-2.4,-0.021,0.02417,-0.0719,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-2.2,0.0128,0.0235,-0.0741,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-2.0,0.0399,0.02282,-0.0752,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-1.8,0.0644,0.02209,-0.0759,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-1.6,0.0967,0.02119,-0.0779,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-1.4,0.1173,0.02016,-0.0768,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-1.2,0.1724,0.01963,-0.0811,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-1.0,0.2202,0.01935,-0.0855,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-0.8,0.2466,0.01928,-0.0861,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-0.6,0.2864,0.01898,-0.0889,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-0.4,0.31,0.01898,-0.089,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-0.2,0.339,0.01887,-0.0899,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
0.0,0.3756,0.01858,-0.0921,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
0.4,0.4228,0.01848,-0.092,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
0.8,0.4696,0.01834,-0.0916,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
1.0,0.4878,0.01843,-0.0906,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
1.2,0.5162,0.01816,-0.0911,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
1.4,0.5353,0.0182,-0.0902,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
1.6,0.5626,0.01794,-0.0904,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
1.8,0.5814,0.01799,-0.0894,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
2.0,0.6088,0.01772,-0.0896,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
2.2,0.6268,0.01778,-0.0885,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
2.4,0.6556,0.01744,-0.0888,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
2.6,0.6728,0.01752,-0.0876,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
2.8,0.6934,0.0175,-0.0868,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
3.0,0.7197,0.01726,-0.0867,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
3.2,0.7381,0.01733,-0.0857,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
3.4,0.7582,0.01733,-0.0848,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
3.6,0.7795,0.0173,-0.0841,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
3.8,0.8017,0.01725,-0.0835,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
4.0,0.8241,0.01722,-0.083,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
4.2,0.8435,0.01731,-0.0821,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
4.4,0.8632,0.01742,-0.0812,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
4.6,0.8828,0.01756,-0.0804,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
4.8,0.9023,0.01774,-0.0796,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
5.0,0.9216,0.01797,-0.0788,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
5.2,0.9409,0.01823,-0.0781,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
5.4,0.9603,0.01851,-0.0774,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
5.6,0.9803,0.0188,-0.0768,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
5.8,1.001,0.01907,-0.0763,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
6.0,1.0185,0.01942,-0.0754,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
6.2,1.0366,0.01974,-0.0746,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
6.4,1.0551,0.02003,-0.0738,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
6.6,1.0743,0.02029,-0.0731,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
6.8,1.0913,0.0206,-0.0721,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
7.0,1.1084,0.02097,-0.0712,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
7.2,1.1275,0.02133,-0.0706,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
7.4,1.1453,0.0217,-0.0698,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
7.6,1.1621,0.02212,-0.0689,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
7.8,1.181,0.02251,-0.0683,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
8.0,1.1972,0.02291,-0.0673,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
8.2,1.2131,0.02336,-0.0662,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
8.4,1.2303,0.02381,-0.0654,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
8.6,1.2468,0.02427,-0.0644,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
8.8,1.2604,0.02478,-0.063,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
9.0,1.2744,0.02532,-0.0617,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
9.2,1.2878,0.02586,-0.0603,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
9.4,1.2996,0.0264,-0.0587,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
9.6,1.3096,0.02693,-0.0568,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
9.8,1.3176,0.02745,-0.0546,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
10.0,1.3244,0.02798,-0.0523,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
10.2,1.3294,0.02854,-0.0498,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
10.4,1.3338,0.02918,-0.0473,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
10.6,1.338,0.02989,-0.0448,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
10.8,1.3427,0.03066,-0.0424,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
11.0,1.3468,0.03145,-0.0402,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
11.2,1.3512,0.03238,-0.0381,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
11.4,1.3562,0.03335,-0.0363,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
11.6,1.3608,0.03438,-0.0345,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
11.8,1.3651,0.03549,-0.0328,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
12.0,1.3671,0.03666,-0.031,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
12.2,1.3691,0.03794,-0.0294,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
12.4,1.3691,0.03932,-0.0278,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
12.6,1.3693,0.04084,-0.0263,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
12.8,1.3673,0.04253,-0.025,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
13.0,1.3636,0.04447,-0.0237,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
13.2,1.3575,0.04669,-0.0227,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
13.4,1.3497,0.04931,-0.0219,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
13.6,1.3394,0.05226,-0.0211,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
13.8,1.3287,0.05547,-0.0206,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
14.0,1.3191,0.05877,-0.0201,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
14.2,1.3114,0.06182,-0.0198,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
14.4,1.3067,0.06476,-0.0193,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
14.6,1.3028,0.06762,-0.0192,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
14.8,1.2997,0.07031,-0.0191,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
15.0,1.2978,0.07307,-0.0189,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
15.2,1.295,0.07602,-0.019,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
15.4,1.2926,0.07889,-0.0193,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
15.6,1.2913,0.08159,-0.0195,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
15.8,1.2953,0.08349,-0.0187,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
16.0,1.2924,0.0867,-0.019,0.035,0.42,0.117,100000,CLARKY Y,1.3693,12.6
-9.8,-0.281,0.10379,-0.0336,0.084,0.37,0.084,100000,E385,1.3242,11.4
-9.6,-0.286,0.10194,-0.0356,0.084,0.37,0.084,100000,E385,1.3242,11.4
-9.4,-0.3568,0.11141,-0.0256,0.084,0.37,0.084,100000,E385,1.3242,11.4
-9.2,-0.3618,0.11039,-0.0288,0.084,0.37,0.084,100000,E385,1.3242,11.4
-9.0,-0.3671,0.1093,-0.032,0.084,0.37,0.084,100000,E385,1.3242,11.4
-8.8,-0.3722,0.10791,-0.0348,0.084,0.37,0.084,100000,E385,1.3242,11.4
-8.6,-0.3444,0.10069,-0.0295,0.084,0.37,0.084,100000,E385,1.3242,11.4
-8.4,-0.336,0.09816,-0.029,0.084,0.37,0.084,100000,E385,1.3242,11.4
-8.2,-0.3326,0.09594,-0.0297,0.084,0.37,0.084,100000,E385,1.3242,11.4
-8.0,-0.3329,0.09398,-0.0312,0.084,0.37,0.084,100000,E385,1.3242,11.4
-7.8,-0.3404,0.09274,-0.0336,0.084,0.37,0.084,100000,E385,1.3242,11.4
-7.6,-0.3519,0.09174,-0.0365,0.084,0.37,0.084,100000,E385,1.3242,11.4
-7.4,-0.3587,0.09009,-0.0423,0.084,0.37,0.084,100000,E385,1.3242,11.4
-7.0,-0.3387,0.08304,-0.0329,0.084,0.37,0.084,100000,E385,1.3242,11.4
-6.8,-0.3388,0.08115,-0.0324,0.084,0.37,0.084,100000,E385,1.3242,11.4
-6.6,-0.3438,0.07955,-0.0321,0.084,0.37,0.084,100000,E385,1.3242,11.4
-6.4,-0.3562,0.07858,-0.0307,0.084,0.37,0.084,100000,E385,1.3242,11.4
-6.2,-0.3746,0.07824,-0.028,0.084,0.37,0.084,100000,E385,1.3242,11.4
-6.0,-0.3915,0.07776,-0.026,0.084,0.37,0.084,100000,E385,1.3242,11.4
-5.8,-0.3634,0.07191,-0.0415,0.084,0.37,0.084,100000,E385,1.3242,11.4
-5.6,-0.3421,0.06902,-0.0409,0.084,0.37,0.084,100000,E385,1.3242,11.4
-5.4,-0.3055,0.06354,-0.0557,0.084,0.37,0.084,100000,E385,1.3242,11.4
-5.2,-0.2825,0.06057,-0.0555,0.084,0.37,0.084,100000,E385,1.3242,11.4
-5.0,-0.252,0.05631,-0.0643,0.084,0.37,0.084,100000,E385,1.3242,11.4
-4.8,-0.223,0.05343,-0.0671,0.084,0.37,0.084,100000,E385,1.3242,11.4
-4.6,-0.1967,0.05006,-0.0713,0.084,0.37,0.084,100000,E385,1.3242,11.4
-4.4,-0.1655,0.04683,-0.0761,0.084,0.37,0.084,100000,E385,1.3242,11.4
-4.2,-0.1321,0.04379,-0.0805,0.084,0.37,0.084,100000,E385,1.3242,11.4
-4.0,-0.108,0.04142,-0.0827,0.084,0.37,0.084,100000,E385,1.3242,11.4
-3.8,-0.0777,0.0391,-0.0854,0.084,0.37,0.084,100000,E385,1.3242,11.4
-3.6,-0.0157,0.02642,-0.0921,0.084,0.37,0.084,100000,E385,1.3242,11.4
-3.4,0.0131,0.02419,-0.0934,0.084,0.37,0.084,100000,E385,1.3242,11.4
-3.2,0.0465,0.02241,-0.0951,0.084,0.37,0.084,100000,E385,1.3242,11.4
-3.0,0.0689,0.02134,-0.0948,0.084,0.37,0.084,100000,E385,1.3242,11.4
-2.8,0.0987,0.02018,-0.0957,0.084,0.37,0.084,100000,E385,1.3242,11.4
-2.6,0.1208,0.01922,-0.0954,0.084,0.37,0.084,100000,E385,1.3242,11.4
-2.4,0.1454,0.01814,-0.0955,0.084,0.37,0.084,100000,E385,1.3242,11.4
-2.2,0.1658,0.01671,-0.0954,0.084,0.37,0.084,100000,E385,1.3242,11.4
-2.0,0.1808,0.01535,-0.0939,0.084,0.37,0.084,100000,E385,1.3242,11.4
-1.8,0.2308,0.01405,-0.0967,0.084,0.37,0.084,100000,E385,1.3242,11.4
-1.6,0.2506,0.01422,-0.0964,0.084,0.37,0.084,100000,E385,1.3242,11.4
-1.4,0.2726,0.01431,-0.0962,0.084,0.37,0.084,100000,E385,1.3242,11.4
-1.2,0.2928,0.01449,-0.0958,0.084,0.37,0.084,100000,E385,1.3242,11.4
-1.0,0.3136,0.01463,-0.0954,0.084,0.37,0.084,100000,E385,1.3242,11.4
-0.8,0.3352,0.01478,-0.0952,0.084,0.37,0.084,100000,E385,1.3242,11.4
-0.6,0.3544,0.01501,-0.0947,0.084,0.37,0.084,100000,E385,1.3242,11.4
-0.4,0.3768,0.01511,-0.0944,0.084,0.37,0.084,100000,E385,1.3242,11.4
-0.2,0.3954,0.01541,-0.094,0.084,0.37,0.084,100000,E385,1.3242,11.4
0.0,0.4168,0.01556,-0.0937,0.084,0.37,0.084,100000,E385,1.3242,11.4
0.2,0.437,0.01581,-0.0934,0.084,0.37,0.084,100000,E385,1.3242,11.4
0.4,0.4571,0.01605,-0.093,0.084,0.37,0.084,100000,E385,1.3242,11.4
0.6,0.4793,0.01618,-0.0927,0.084,0.37,0.084,100000,E385,1.3242,11.4
0.8,0.4979,0.01656,-0.0924,0.084,0.37,0.084,100000,E385,1.3242,11.4
1.0,0.5191,0.01674,-0.0921,0.084,0.37,0.084,100000,E385,1.3242,11.4
1.2,0.5399,0.017,-0.0918,0.084,0.37,0.084,100000,E385,1.3242,11.4
1.4,0.5593,0.01734,-0.0915,0.084,0.37,0.084,100000,E385,1.3242,11.4
1.6,0.5812,0.0175,-0.0912,0.084,0.37,0.084,100000,E385,1.3242,11.4
1.8,0.6002,0.0179,-0.0909,0.084,0.37,0.084,100000,E385,1.3242,11.4
2.0,0.6208,0.01817,-0.0906,0.084,0.37,0.084,100000,E385,1.3242,11.4
2.2,0.6432,0.01831,-0.0902,0.084,0.37,0.084,100000,E385,1.3242,11.4
2.4,0.6608,0.01882,-0.09,0.084,0.37,0.084,100000,E385,1.3242,11.4
2.6,0.6823,0.01902,-0.0896,0.084,0.37,0.084,100000,E385,1.3242,11.4
2.8,0.7025,0.01935,-0.0893,0.084,0.37,0.084,100000,E385,1.3242,11.4
3.0,0.7217,0.01972,-0.089,0.084,0.37,0.084,100000,E385,1.3242,11.4
